id,city,temperature,humidity,description
2021,Salvador,-1.0,62,névoa
2022,Porto Alegre,7.5,86,chuva leve
2023,Belo Horizonte,-0.3,33,trovoada
2024,Fortaleza,11.3,92,chuva leve
2025,Fortaleza,31.2,38,trovoada
2026,Curitiba,25.4,59,poucas nuvens
2027,Teresina,34.2,93,névoa
2028,Guarulhos,35.8,81,nuvens quebradas
2029,Porto Alegre,-0.7,24,nuvens dispersas
2030,Belém,34.3,74,neve
2031,Fortaleza,11.6,91,nuvens quebradas
2032,Brasília,5.0,56,chuva leve
2033,Fortaleza,15.8,46,nuvens quebradas
2034,Duque de Caxias,20.2,27,nuvens dispersas
2035,Belo Horizonte,23.9,62,trovoada
2036,Belém,23.0,58,céu limpo
2037,Guarulhos,1.7,24,chuva leve
2038,Teresina,24.4,56,neve
2039,Fortaleza,6.0,99,chuva leve
2040,Belém,-1.7,69,trovoada
2041,Teresina,4.5,57,trovoada
2042,Brasília,34.1,41,trovoada
2043,Maceió,11.8,66,nuvens quebradas
2044,São Luís,3.0,76,neve
2045,Rio de Janeiro,20.4,64,nuvens dispersas
2046,Fortaleza,24.3,49,nuvens quebradas
2047,Brasília,34.0,88,trovoada
2048,Porto Alegre,13.1,54,neve
2049,Manaus,13.3,89,neve
2050,Guarulhos,31.4,34,nuvens dispersas
2051,Guarulhos,7.7,96,chuva
2052,Brasília,38.0,81,trovoada
2053,Fortaleza,7.8,34,chuva
2054,Belo Horizonte,38.3,21,trovoada
2055,Fortaleza,-2.7,44,chuva leve
2056,Goiania,5.7,49,neve
2057,Guarulhos,-2.4,45,poucas nuvens
2058,Recife,7.9,65,céu limpo
2059,Natal,-2.1,27,poucas nuvens
2060,Maceió,27.0,88,poucas nuvens
2061,Manaus,-0.8,78,nuvens quebradas
2062,Guarulhos,12.6,81,névoa
2063,São Luís,9.9,99,névoa
2064,Salvador,31.7,61,névoa
2065,Porto Alegre,29.9,30,trovoada
2066,São Paulo,-0.6,50,trovoada
2067,Belo Horizonte,6.2,46,poucas nuvens
2068,Campinas,31.2,48,neve
2069,Belo Horizonte,35.2,62,neve
2070,São Paulo,16.0,21,chuva leve
2071,Recife,4.3,26,névoa
2072,Salvador,7.4,32,céu limpo
2073,Brasília,27.0,82,trovoada
2074,São Paulo,2.8,48,poucas nuvens
2075,Salvador,2.9,90,neve
2076,São Paulo,15.2,91,nuvens quebradas
2077,Curitiba,14.3,54,poucas nuvens
2078,Campinas,-0.8,23,chuva
2079,Belém,15.3,52,névoa
2080,Goiania,19.2,95,poucas nuvens
2081,Belém,14.2,24,nuvens quebradas
2082,Maceió,35.4,79,neve
2083,Belém,9.1,79,chuva
2084,Maceió,2.3,22,poucas nuvens
2085,São Paulo,5.0,36,chuva leve
2086,Duque de Caxias,30.0,74,neve
2087,Manaus,-1.7,24,chuva leve
2088,Manaus,7.7,76,trovoada
2089,Brasília,29.4,21,névoa
2090,Campinas,18.7,74,neve
2091,Recife,18.1,72,névoa
2092,Manaus,12.8,55,poucas nuvens
2093,São Gonçalo,13.9,20,poucas nuvens
2094,Recife,21.2,53,neve
2095,Salvador,3.1,68,chuva
2096,Teresina,30.3,22,névoa
2097,Manaus,37.8,84,nuvens quebradas
2098,Manaus,1.9,81,chuva leve
2099,Campinas,29.5,20,chuva
2100,Campinas,27.2,80,chuva
2101,Porto Alegre,3.7,21,nuvens quebradas
2102,Natal,0.5,58,nuvens dispersas
2103,Salvador,2.2,55,nuvens quebradas
2104,Teresina,10.9,26,nuvens quebradas
2105,Maceió,-1.5,41,chuva
2106,São Paulo,4.6,45,céu limpo
2107,São Gonçalo,25.9,73,chuva
2108,Campinas,5.9,82,trovoada
2109,Fortaleza,3.8,38,névoa
2110,Belo Horizonte,24.2,70,trovoada
2111,Campinas,14.0,93,neve
2112,Recife,30.1,51,chuva leve
2113,Manaus,-4.6,38,nuvens quebradas
2114,Campinas,20.4,61,trovoada
2115,São Gonçalo,14.3,29,chuva leve
2116,Guarulhos,-1.8,37,neve
2117,Rio de Janeiro,21.0,80,chuva leve
2118,Fortaleza,30.4,95,névoa
2119,Goiania,8.3,42,névoa
2120,Porto Alegre,-0.0,42,chuva leve
2121,Rio de Janeiro,37.5,74,poucas nuvens
2122,Curitiba,10.7,48,chuva leve
2123,Rio de Janeiro,25.6,22,poucas nuvens
2124,Belo Horizonte,29.8,26,névoa
2125,Fortaleza,9.9,97,trovoada
2126,Salvador,36.8,66,névoa
2127,Brasília,18.4,31,chuva
2128,Campinas,3.0,46,nuvens dispersas
2129,Teresina,32.6,92,trovoada
2130,Fortaleza,29.2,21,céu limpo
2131,Brasília,16.2,43,nuvens quebradas
2132,São Paulo,25.9,69,chuva
2133,São Luís,14.2,87,trovoada
2134,Maceió,19.8,97,céu limpo
2135,Fortaleza,22.1,25,chuva leve
2136,Campinas,-0.5,91,poucas nuvens
2137,São Gonçalo,-2.7,38,poucas nuvens
2138,Guarulhos,16.1,75,chuva
2139,Maceió,-0.6,82,céu limpo
2140,Teresina,4.7,26,trovoada
2141,São Luís,17.1,100,poucas nuvens
2142,Salvador,23.6,96,névoa
2143,Curitiba,24.1,36,trovoada
2144,Guarulhos,13.7,58,nuvens dispersas
2145,Recife,16.0,93,nuvens dispersas
2146,São Luís,1.4,44,nuvens quebradas
2147,Rio de Janeiro,15.8,70,nuvens dispersas
2148,Campinas,30.5,33,chuva
2149,Belém,-2.3,84,nuvens dispersas
2150,Guarulhos,24.3,68,névoa
2151,Belém,14.1,69,nuvens quebradas
2152,Guarulhos,31.0,26,nuvens quebradas
2153,Goiania,7.4,74,chuva
2154,Rio de Janeiro,17.8,21,chuva leve
2155,São Gonçalo,39.8,40,nuvens quebradas
2156,Duque de Caxias,9.2,72,névoa
2157,Manaus,30.1,25,céu limpo
2158,Guarulhos,5.5,49,poucas nuvens
2159,São Luís,3.6,70,nuvens dispersas
2160,Campinas,-0.2,99,poucas nuvens
2161,Maceió,34.5,97,chuva leve
2162,São Paulo,-1.9,70,chuva
2163,Rio de Janeiro,30.5,35,trovoada
2164,Maceió,33.1,96,chuva
2165,Brasília,27.8,23,trovoada
2166,Goiania,28.6,45,neve
2167,Campinas,-0.7,79,neve
2168,Salvador,39.9,76,névoa
2169,Recife,-1.6,26,névoa
2170,Rio de Janeiro,14.4,45,chuva
2171,São Luís,11.4,38,trovoada
2172,Brasília,4.6,51,nuvens dispersas
2173,Manaus,14.4,74,poucas nuvens
2174,Belém,5.5,48,nuvens dispersas
2175,Brasília,4.2,39,céu limpo
2176,Natal,-1.4,50,chuva
2177,Belo Horizonte,29.1,72,névoa
2178,Belém,23.6,53,nuvens dispersas
2179,Brasília,5.5,36,poucas nuvens
2180,Belém,0.6,23,céu limpo
2181,Manaus,38.8,96,neve
2182,Goiania,-2.4,80,névoa
2183,Porto Alegre,6.7,36,nuvens quebradas
2184,Belo Horizonte,22.4,26,nuvens dispersas
2185,Brasília,30.6,57,chuva leve
2186,Fortaleza,4.2,43,céu limpo
2187,São Gonçalo,10.0,46,chuva
2188,São Gonçalo,28.6,68,nuvens quebradas
2189,Maceió,-1.4,20,neve
2190,Salvador,27.4,84,chuva
2191,Goiania,28.3,97,neve
2192,Rio de Janeiro,4.8,48,trovoada
2193,Guarulhos,18.2,45,chuva leve
2194,São Paulo,8.9,37,neve
2195,São Gonçalo,37.0,89,nuvens quebradas
2196,Salvador,4.6,24,trovoada
2197,Recife,17.3,79,neve
2198,Campinas,6.5,30,névoa
2199,Recife,27.3,39,poucas nuvens
2200,Salvador,19.3,73,céu limpo
2201,Belém,-1.2,83,nuvens dispersas
2202,Goiania,4.5,27,névoa
2203,Recife,0.7,40,céu limpo
2204,Fortaleza,35.6,26,nuvens quebradas
2205,Campinas,33.6,49,neve
2206,Brasília,15.1,91,chuva leve
2207,Manaus,19.4,91,nuvens quebradas
2208,Porto Alegre,26.8,79,chuva leve
2209,Curitiba,20.3,95,nuvens quebradas
2210,Recife,-2.3,58,trovoada
2211,Porto Alegre,36.0,70,neve
2212,Brasília,28.8,88,neve
2213,Goiania,16.8,77,chuva
2214,Maceió,35.3,60,nuvens quebradas
2215,São Gonçalo,14.7,51,chuva leve
2216,Belo Horizonte,13.4,66,neve
2217,Manaus,16.9,91,céu limpo
2218,Maceió,12.5,66,neve
2219,Goiania,26.3,48,nuvens quebradas
2220,Campinas,15.3,52,céu limpo
2221,Recife,5.8,45,neve
2222,São Luís,37.0,99,trovoada
2223,Teresina,17.6,78,céu limpo
2224,São Gonçalo,33.9,71,céu limpo
2225,Belém,-4.4,69,chuva leve
2226,Goiania,23.1,43,neve
2227,Belém,25.1,98,chuva
2228,Guarulhos,0.8,63,neve
2229,São Paulo,7.9,70,nuvens dispersas
2230,Brasília,3.9,90,nuvens quebradas
2231,Salvador,38.4,93,poucas nuvens
2232,São Luís,9.7,21,chuva leve
2233,Recife,30.5,51,névoa
2234,Fortaleza,14.1,95,neve
2235,Porto Alegre,3.6,39,névoa
2236,Campinas,35.2,52,chuva leve
2237,São Paulo,14.8,78,nuvens dispersas
2238,Recife,21.6,32,neve
2239,Fortaleza,5.2,88,céu limpo
2240,Natal,2.7,97,nuvens quebradas
2241,Belém,30.2,94,nuvens dispersas
2242,Belém,17.4,66,nuvens dispersas
2243,Teresina,7.8,75,nuvens dispersas
2244,Goiania,21.6,88,neve
2245,Porto Alegre,18.0,37,nuvens quebradas
2246,Brasília,26.4,79,céu limpo
2247,Belo Horizonte,26.6,58,nuvens quebradas
2248,Guarulhos,31.6,33,poucas nuvens
2249,Manaus,12.3,20,nuvens quebradas
2250,Fortaleza,24.3,83,chuva
2251,Goiania,11.5,26,nuvens quebradas
2252,Goiania,33.0,33,chuva leve
2253,Guarulhos,36.4,74,poucas nuvens
2254,São Gonçalo,16.4,59,trovoada
2255,Maceió,7.6,65,nuvens quebradas
2256,Natal,0.1,77,chuva
2257,São Paulo,3.9,76,neve
2258,Fortaleza,6.1,43,chuva leve
2259,Belém,18.8,44,nuvens quebradas
2260,Porto Alegre,39.4,51,neve
2261,São Luís,17.9,43,neve
2262,Maceió,2.9,27,chuva leve
2263,Brasília,-3.9,65,nuvens quebradas
2264,Guarulhos,21.7,94,nuvens dispersas
2265,Natal,16.2,52,nuvens dispersas
2266,Campinas,13.7,38,nuvens dispersas
2267,Maceió,19.2,40,céu limpo
2268,Guarulhos,17.2,91,poucas nuvens
2269,Recife,3.6,67,poucas nuvens
2270,Belém,2.6,70,poucas nuvens
2271,São Gonçalo,-4.4,97,trovoada
2272,Manaus,27.7,35,trovoada
2273,São Gonçalo,35.7,43,neve
2274,Belém,23.0,96,trovoada
2275,Fortaleza,34.3,98,céu limpo
2276,Teresina,10.0,43,neve
2277,Brasília,12.7,77,nuvens quebradas
2278,Campinas,24.3,75,nuvens dispersas
2279,Recife,22.8,25,céu limpo
2280,Curitiba,10.1,29,nuvens quebradas
2281,Natal,19.6,58,céu limpo
2282,São Paulo,-4.7,94,nuvens dispersas
2283,Recife,-4.5,27,chuva leve
2284,São Gonçalo,9.8,31,neve
2285,Belém,9.9,40,névoa
2286,Curitiba,37.5,93,poucas nuvens
2287,Recife,28.8,35,névoa
2288,Campinas,12.0,89,nuvens dispersas
2289,Guarulhos,32.5,35,poucas nuvens
2290,Belém,37.8,91,nuvens quebradas
2291,Porto Alegre,23.2,26,neve
2292,Porto Alegre,38.4,68,nuvens quebradas
2293,Belo Horizonte,31.9,53,nuvens quebradas
2294,Brasília,18.6,50,céu limpo
2295,Recife,2.8,24,poucas nuvens
2296,Teresina,-1.2,58,chuva leve
2297,Belém,2.7,71,nuvens quebradas
2298,Goiania,11.5,45,nuvens dispersas
2299,São Paulo,29.4,60,trovoada
2300,Brasília,0.4,78,névoa
2301,Campinas,1.6,39,poucas nuvens
2302,Goiania,27.7,54,céu limpo
2303,Belo Horizonte,-0.2,83,neve
2304,Recife,17.4,57,chuva leve
2305,São Gonçalo,36.5,79,chuva leve
2306,São Paulo,18.1,35,nuvens dispersas
2307,Campinas,7.3,91,chuva
2308,Campinas,27.8,59,névoa
2309,Teresina,31.1,77,trovoada
2310,São Paulo,-0.6,47,névoa
2311,Teresina,30.8,68,neve
2312,Natal,19.0,59,poucas nuvens
2313,Rio de Janeiro,10.1,61,nuvens quebradas
2314,Rio de Janeiro,37.4,34,névoa
2315,Teresina,15.2,68,neve
2316,Salvador,27.0,80,trovoada
2317,Manaus,-3.7,30,céu limpo
2318,Goiania,2.5,68,neve
2319,São Gonçalo,18.7,74,nuvens dispersas
2320,Porto Alegre,7.1,21,neve
2321,Duque de Caxias,30.9,91,nuvens quebradas
2322,Recife,15.3,45,chuva
2323,São Gonçalo,-3.1,98,nuvens quebradas
2324,Curitiba,37.7,69,trovoada
2325,Guarulhos,17.9,85,nuvens dispersas
2326,Recife,29.6,26,poucas nuvens
2327,Rio de Janeiro,23.8,98,nuvens quebradas
2328,Porto Alegre,24.1,55,chuva
2329,Manaus,-2.1,24,nuvens quebradas
2330,São Paulo,23.2,36,poucas nuvens
2331,Rio de Janeiro,1.8,79,céu limpo
2332,Guarulhos,19.8,54,poucas nuvens
2333,Goiania,4.3,37,chuva
2334,São Gonçalo,19.0,84,chuva
2335,Natal,30.2,22,nuvens quebradas
2336,Salvador,23.6,47,chuva
2337,São Gonçalo,39.7,24,céu limpo
2338,Maceió,29.7,72,chuva
2339,Rio de Janeiro,24.9,27,nuvens dispersas
2340,Recife,30.5,100,nuvens quebradas
2341,Belém,38.8,43,céu limpo
2342,Campinas,34.5,66,trovoada
2343,São Gonçalo,1.7,62,nuvens dispersas
2344,Porto Alegre,15.6,56,trovoada
2345,Fortaleza,23.3,46,chuva
2346,Rio de Janeiro,10.1,60,céu limpo
2347,Duque de Caxias,8.6,34,neve
2348,Recife,3.5,31,chuva
2349,São Luís,7.3,20,poucas nuvens
2350,Duque de Caxias,3.1,67,céu limpo
2351,Belo Horizonte,28.5,95,chuva
2352,Teresina,38.5,22,neve
2353,Maceió,1.0,68,nuvens dispersas
2354,Guarulhos,37.4,75,céu limpo
2355,Duque de Caxias,33.8,41,chuva
2356,São Luís,35.3,79,chuva leve
2357,Salvador,7.0,47,nuvens quebradas
2358,Maceió,28.5,21,nuvens quebradas
2359,Rio de Janeiro,1.2,53,chuva leve
2360,Curitiba,1.9,58,chuva leve
2361,Manaus,21.6,76,neve
2362,Duque de Caxias,13.9,48,poucas nuvens
2363,Curitiba,29.8,64,neve
2364,Recife,3.3,72,trovoada
2365,Manaus,0.4,44,nuvens dispersas
2366,Fortaleza,-0.6,41,névoa
2367,Guarulhos,36.2,87,poucas nuvens
2368,Porto Alegre,-2.5,38,nuvens dispersas
2369,Rio de Janeiro,10.6,37,nuvens quebradas
2370,Natal,17.9,96,chuva
2371,Teresina,8.4,71,nuvens dispersas
2372,Manaus,0.6,51,chuva leve
2373,Belém,-0.2,76,poucas nuvens
2374,Guarulhos,14.1,84,poucas nuvens
2375,Salvador,18.2,54,neve
2376,São Luís,29.4,87,nuvens dispersas
2377,São Luís,29.9,88,chuva
2378,São Luís,21.9,35,neve
2379,Rio de Janeiro,17.4,34,nuvens quebradas
2380,Rio de Janeiro,34.0,59,poucas nuvens
2381,Guarulhos,-1.5,48,céu limpo
2382,Maceió,18.9,34,nuvens dispersas
2383,Porto Alegre,6.8,34,chuva leve
2384,Belém,27.6,71,nuvens dispersas
2385,Fortaleza,18.6,96,neve
2386,Natal,35.1,55,nuvens quebradas
2387,Brasília,2.0,63,céu limpo
2388,Rio de Janeiro,37.1,62,neve
2389,Curitiba,0.1,87,céu limpo
2390,Guarulhos,-1.4,81,nuvens quebradas
2391,Porto Alegre,28.5,98,trovoada
2392,Guarulhos,22.5,58,poucas nuvens
2393,Fortaleza,36.8,41,chuva
2394,Guarulhos,21.0,84,chuva
2395,Belém,28.0,69,chuva leve
2396,Fortaleza,-1.5,92,céu limpo
2397,Curitiba,15.0,85,neve
2398,Belo Horizonte,9.7,61,nuvens dispersas
2399,Belém,21.1,40,névoa
2400,São Luís,1.7,23,névoa
2401,Fortaleza,35.0,87,céu limpo
2402,Fortaleza,9.8,64,poucas nuvens
2403,Belo Horizonte,24.7,90,trovoada
2404,Salvador,20.9,68,chuva leve
2405,Belém,4.8,95,chuva
2406,Maceió,38.5,53,céu limpo
2407,Belém,22.4,40,poucas nuvens
2408,Belo Horizonte,5.9,64,poucas nuvens
2409,Salvador,39.4,82,chuva
2410,São Gonçalo,35.0,30,névoa
2411,Belém,24.0,36,trovoada
2412,Brasília,-2.3,58,nuvens dispersas
2413,Goiania,23.7,30,chuva leve
2414,São Gonçalo,1.5,82,nuvens quebradas
2415,Brasília,19.1,98,névoa
2416,Salvador,30.4,39,trovoada
2417,Duque de Caxias,-2.2,51,nuvens dispersas
2418,Campinas,18.7,44,poucas nuvens
2419,Natal,19.9,52,chuva leve
2420,Natal,14.9,49,nuvens quebradas
2421,Curitiba,19.0,56,névoa
2422,Salvador,14.5,79,céu limpo
2423,Manaus,22.5,57,nuvens quebradas
2424,Goiania,38.4,48,neve
2425,Curitiba,22.6,90,trovoada
2426,São Paulo,35.8,65,chuva leve
2427,Curitiba,6.7,49,chuva leve
2428,Rio de Janeiro,37.7,26,chuva
2429,Teresina,25.3,76,poucas nuvens
2430,Fortaleza,35.0,89,névoa
2431,São Paulo,2.6,60,nuvens dispersas
2432,Guarulhos,20.3,50,chuva leve
2433,Campinas,-2.7,21,neve
2434,Belém,0.4,61,neve
2435,Salvador,-1.3,81,nuvens quebradas
2436,Curitiba,31.0,43,céu limpo
2437,Recife,25.4,46,chuva leve
2438,Duque de Caxias,4.6,95,nuvens quebradas
2439,Belo Horizonte,21.8,81,névoa
2440,Curitiba,21.6,65,nuvens dispersas
2441,Duque de Caxias,-3.9,92,neve
2442,Natal,12.1,72,chuva leve
2443,Goiania,-2.8,71,chuva
2444,São Paulo,8.1,25,céu limpo
2445,Natal,37.7,79,nuvens quebradas
2446,Teresina,18.2,80,trovoada
2447,Rio de Janeiro,30.4,81,chuva
2448,Natal,7.2,95,chuva
2449,Campinas,15.6,58,nuvens dispersas
2450,Teresina,9.2,50,chuva leve
2451,São Gonçalo,12.0,89,chuva
2452,Rio de Janeiro,10.4,25,céu limpo
2453,Belo Horizonte,-4.9,38,trovoada
2454,Teresina,17.0,72,nuvens quebradas
2455,Curitiba,9.2,26,chuva leve
2456,Duque de Caxias,29.5,53,neve
2457,Teresina,21.3,29,chuva
2458,Maceió,1.0,71,chuva
2459,São Paulo,1.7,67,nuvens quebradas
2460,Belo Horizonte,25.0,87,céu limpo
2461,Fortaleza,23.5,63,trovoada
2462,Natal,37.8,62,névoa
2463,Natal,4.5,80,névoa
2464,Porto Alegre,32.2,80,neve
2465,Salvador,19.3,64,céu limpo
2466,Duque de Caxias,15.8,96,trovoada
2467,Guarulhos,11.7,89,chuva
2468,São Gonçalo,27.4,67,chuva
2469,Manaus,38.1,75,chuva leve
2470,Goiania,25.7,82,névoa
2471,Belo Horizonte,22.5,83,nuvens quebradas
2472,Natal,17.1,74,neve
2473,São Gonçalo,22.2,95,nuvens dispersas
2474,Belo Horizonte,4.5,31,poucas nuvens
2475,Guarulhos,11.8,75,chuva leve
2476,Belém,3.7,76,céu limpo
2477,Teresina,5.9,49,neve
2478,São Gonçalo,12.1,97,nuvens quebradas
2479,Duque de Caxias,5.4,26,neve
2480,Rio de Janeiro,15.1,27,poucas nuvens
2481,Teresina,12.9,84,poucas nuvens
2482,Campinas,9.5,88,chuva
2483,Goiania,0.2,44,chuva leve
2484,Maceió,27.6,36,trovoada
2485,Belém,28.3,65,chuva leve
2486,Belo Horizonte,3.0,89,chuva
2487,Maceió,4.6,61,poucas nuvens
2488,Salvador,11.5,88,céu limpo
2489,Manaus,6.7,29,chuva leve
2490,Belém,31.8,70,poucas nuvens
2491,Maceió,7.0,61,chuva
2492,Salvador,27.4,71,nuvens dispersas
2493,Guarulhos,34.1,76,nuvens quebradas
2494,São Paulo,12.4,26,névoa
2495,Recife,3.7,98,céu limpo
2496,Fortaleza,19.0,88,névoa
2497,Campinas,14.4,65,neve
2498,Rio de Janeiro,32.8,61,chuva leve
2499,Belém,15.5,89,neve
2500,Natal,32.6,76,névoa
2501,Rio de Janeiro,15.0,48,trovoada
2502,Teresina,38.8,45,poucas nuvens
2503,Brasília,1.2,63,céu limpo
2504,Teresina,21.0,40,chuva
2505,Duque de Caxias,11.7,46,neve
2506,Duque de Caxias,28.5,32,chuva leve
2507,São Gonçalo,6.1,58,neve
2508,Brasília,21.5,87,névoa
2509,Goiania,-4.5,52,poucas nuvens
2510,Natal,5.7,77,nuvens quebradas
2511,Guarulhos,20.3,66,nuvens quebradas
2512,Porto Alegre,-3.5,79,neve
2513,Rio de Janeiro,38.1,83,nuvens quebradas
2514,São Paulo,24.0,56,trovoada
2515,Fortaleza,18.0,49,chuva
2516,Manaus,3.6,32,nuvens dispersas
2517,Duque de Caxias,27.7,93,nuvens quebradas
2518,Recife,-4.9,77,trovoada
2519,Maceió,36.8,49,trovoada
2520,Fortaleza,26.4,87,trovoada
2521,Porto Alegre,38.3,36,nuvens quebradas
2522,Recife,32.0,34,chuva
2523,Brasília,34.3,60,nuvens quebradas
2524,Brasília,25.4,56,trovoada
2525,Duque de Caxias,24.1,53,neve
2526,Manaus,21.4,93,chuva leve
2527,Rio de Janeiro,15.8,33,nuvens dispersas
2528,Natal,7.0,26,poucas nuvens
2529,Goiania,19.1,71,neve
2530,Porto Alegre,10.8,63,neve
2531,Fortaleza,35.6,27,névoa
2532,Duque de Caxias,5.6,71,chuva
2533,São Luís,17.7,58,neve
2534,Recife,26.9,72,nuvens dispersas
2535,Teresina,-2.2,81,chuva
2536,Porto Alegre,33.2,98,neve
2537,São Paulo,23.5,25,trovoada
2538,Porto Alegre,3.0,31,trovoada
2539,Teresina,9.5,40,trovoada
2540,Duque de Caxias,15.6,84,poucas nuvens
2541,Maceió,35.0,77,neve
2542,Belo Horizonte,12.0,66,trovoada
2543,Recife,31.5,64,chuva
2544,Teresina,0.6,41,chuva
2545,Teresina,37.5,58,neve
2546,Campinas,15.8,92,névoa
2547,Campinas,39.8,83,trovoada
2548,São Gonçalo,-2.2,52,chuva leve
2549,São Paulo,39.6,60,chuva
2550,São Luís,-0.0,54,névoa
2551,Porto Alegre,7.5,46,neve
2552,São Paulo,19.1,27,poucas nuvens
2553,Natal,-1.1,71,trovoada
2554,Belo Horizonte,28.8,34,chuva leve
2555,Duque de Caxias,32.6,79,céu limpo
2556,Porto Alegre,23.1,73,chuva leve
2557,Guarulhos,19.1,97,chuva leve
2558,Brasília,18.6,81,nuvens quebradas
2559,Recife,37.1,35,céu limpo
2560,Teresina,15.9,78,nuvens dispersas
2561,Guarulhos,31.0,61,chuva leve
2562,Maceió,21.4,51,nuvens quebradas
2563,Guarulhos,37.4,56,nuvens quebradas
2564,Goiania,-4.5,64,névoa
2565,São Luís,4.4,27,névoa
2566,Duque de Caxias,8.6,40,nuvens dispersas
2567,Goiania,13.4,87,neve
2568,Belém,10.1,88,névoa
2569,Teresina,2.9,23,névoa
2570,Belo Horizonte,-0.0,43,chuva leve
2571,Guarulhos,14.7,46,nuvens dispersas
2572,São Luís,16.8,62,neve
2573,Manaus,37.3,70,poucas nuvens
2574,Belém,28.6,59,chuva
2575,Fortaleza,6.3,33,chuva
2576,Manaus,38.0,75,chuva
2577,São Paulo,6.4,71,poucas nuvens
2578,Curitiba,3.6,84,poucas nuvens
2579,Campinas,2.1,34,chuva leve
2580,Natal,10.3,70,chuva
2581,Belém,35.8,20,poucas nuvens
2582,Rio de Janeiro,14.9,60,nuvens dispersas
2583,Teresina,-3.0,68,poucas nuvens
2584,Goiania,19.5,75,trovoada
2585,Porto Alegre,31.7,47,nuvens dispersas
2586,São Luís,23.6,86,neve
2587,Belém,8.2,98,poucas nuvens
2588,Porto Alegre,36.2,29,céu limpo
2589,São Luís,35.7,49,nuvens quebradas
2590,Belo Horizonte,3.7,42,trovoada
2591,Teresina,31.5,53,céu limpo
2592,Belém,26.4,59,céu limpo
2593,Manaus,16.1,78,neve
2594,Porto Alegre,26.2,22,névoa
2595,Duque de Caxias,2.9,22,neve
2596,Belo Horizonte,23.5,74,neve
2597,Guarulhos,28.5,80,céu limpo
2598,Belo Horizonte,27.7,32,névoa
2599,Recife,22.1,97,chuva leve
2600,Duque de Caxias,39.1,96,neve
2601,São Paulo,20.3,22,céu limpo
2602,Duque de Caxias,11.2,77,chuva
2603,Teresina,7.0,24,nuvens quebradas
2604,Maceió,24.1,67,trovoada
2605,Recife,35.6,83,poucas nuvens
2606,Brasília,-1.5,84,trovoada
2607,São Luís,29.9,49,nuvens dispersas
2608,Curitiba,31.7,46,neve
2609,Salvador,10.3,76,nuvens quebradas
2610,Duque de Caxias,2.2,28,trovoada
2611,Natal,17.2,28,céu limpo
2612,Rio de Janeiro,16.7,76,céu limpo
2613,Rio de Janeiro,15.7,64,nuvens dispersas
2614,Recife,38.6,30,neve
2615,Belém,1.4,56,neve
2616,Salvador,11.5,55,chuva leve
2617,Duque de Caxias,38.8,70,céu limpo
2618,São Gonçalo,33.3,22,chuva
2619,Natal,12.6,49,névoa
2620,Duque de Caxias,10.1,67,névoa
2621,Belém,27.7,34,nuvens dispersas
2622,Rio de Janeiro,33.0,93,chuva leve
2623,Guarulhos,7.2,74,chuva leve
2624,Goiania,16.3,68,névoa
2625,Guarulhos,17.2,89,neve
2626,Maceió,3.1,95,poucas nuvens
2627,Duque de Caxias,11.4,28,névoa
2628,Maceió,18.1,78,céu limpo
2629,Manaus,11.4,76,névoa
2630,Recife,28.5,27,neve
2631,Brasília,36.7,23,poucas nuvens
2632,Guarulhos,-0.9,85,chuva leve
2633,Belo Horizonte,27.1,44,nuvens dispersas
2634,Teresina,31.7,92,neve
2635,Campinas,36.5,56,nuvens dispersas
2636,Brasília,-1.9,93,neve
2637,São Paulo,9.3,88,céu limpo
2638,Maceió,3.8,27,chuva
2639,Brasília,36.4,32,poucas nuvens
2640,Guarulhos,20.7,39,poucas nuvens
2641,São Paulo,26.1,49,neve
2642,Recife,11.4,43,poucas nuvens
2643,Campinas,14.9,92,poucas nuvens
2644,Teresina,9.5,74,poucas nuvens
2645,Duque de Caxias,15.6,45,chuva leve
2646,Guarulhos,20.5,34,nuvens quebradas
2647,Brasília,-4.1,82,chuva leve
2648,Belo Horizonte,4.2,64,névoa
2649,Curitiba,35.8,36,névoa
2650,Teresina,20.2,91,chuva
2651,Campinas,-1.8,77,céu limpo
2652,Goiania,12.7,41,chuva
2653,Manaus,7.6,93,nuvens quebradas
2654,Porto Alegre,33.4,57,chuva leve
2655,Belo Horizonte,18.6,25,névoa
2656,Teresina,37.5,39,nuvens quebradas
2657,Fortaleza,37.6,68,poucas nuvens
2658,Belém,6.0,39,poucas nuvens
2659,Curitiba,18.6,56,nuvens dispersas
2660,São Gonçalo,36.4,79,poucas nuvens
2661,Porto Alegre,0.0,29,névoa
2662,Salvador,22.2,27,névoa
2663,Maceió,30.9,35,chuva leve
2664,Fortaleza,-0.9,98,nuvens quebradas
2665,Maceió,14.1,55,nuvens dispersas
2666,Salvador,13.4,45,neve
2667,Campinas,6.0,33,chuva leve
2668,Campinas,22.7,95,neve
2669,Curitiba,31.3,58,neve
2670,São Luís,36.1,96,nuvens quebradas
2671,São Gonçalo,39.4,64,nuvens quebradas
2672,Rio de Janeiro,23.8,47,chuva
2673,Recife,20.6,35,céu limpo
2674,Maceió,3.1,69,chuva
2675,São Gonçalo,10.0,77,nuvens dispersas
2676,São Paulo,5.3,93,chuva leve
2677,Rio de Janeiro,20.4,23,chuva leve
2678,Guarulhos,32.8,62,trovoada
2679,Duque de Caxias,20.8,64,nuvens dispersas
2680,Manaus,6.6,85,nuvens dispersas
2681,Duque de Caxias,11.2,47,chuva leve
